,cases,deaths,bed_occupancy,hospital_ward,co,so2,pm25,pm10,o3,no2,pressure,temperature,humidity,dew,retail and recreation,grocery and pharmacy,parks,transit stations,workplaces,residential,holiday+7d,month,weekday_cat,weekday
2021-04-26,1021,29,82.68,3805.0,3.7,1.1,59.0,22.0,13.5,11.9,1017.5,19.0,82.0,16.0,-42.0,7.0,-35.0,-28.0,-20.0,14.0,1,4,0,Monday
2021-04-27,3637,244,82.31,3785.0,2.8,0.6,38.0,14.0,12.6,7.8,1018.5,18.8,88.0,16.0,-41.0,9.0,-36.0,-29.0,-20.0,15.0,0,4,1,Tuesday
2021-04-28,3888,177,82.12,3765.0,2.8,1.1,38.0,16.0,15.5,9.2,1020.0,17.0,82.0,14.0,-39.0,12.0,-22.0,-27.0,-20.0,14.0,0,4,2,Wednesday
2021-04-29,3102,160,81.98,3763.0,1.9,0.6,30.0,13.0,15.5,7.4,1024.0,16.1,82.0,13.0,-37.0,20.0,-21.0,-26.0,-19.0,14.0,0,4,3,Thursday
2021-04-30,3036,116,81.79,3739.0,2.8,1.1,25.0,12.0,12.2,7.8,1025.0,16.0,82.0,13.0,-35.0,27.0,-15.0,-22.0,-15.0,13.0,0,4,4,Friday
2021-05-01,2700,139,81.52,3785.0,2.8,1.6,38.0,15.0,12.6,7.8,1024.0,17.0,82.0,13.0,-29.0,27.0,-12.0,-22.0,-15.0,10.0,1,5,5,Saturday
2021-05-02,812,23,81.31,3680.0,2.8,1.1,57.0,20.0,17.1,7.4,1023.0,17.0,82.0,13.0,-33.0,20.0,4.0,-23.0,4.0,8.0,1,5,6,Sunday
2021-05-03,650,35,81.42,3482.0,4.6,1.6,74.0,32.0,8.6,16.5,1022.0,18.0,87.0,15.0,-34.0,16.0,-25.0,-25.0,-19.0,13.0,1,5,0,Monday
2021-05-04,2724,178,81.75,3499.0,5.5,1.6,72.0,37.0,6.5,18.8,1021.3,20.0,64.0,13.0,-35.0,16.0,-25.0,-26.0,-19.0,13.0,1,5,1,Tuesday
2021-05-05,2599,145,81.68,3496.0,9.1,1.6,93.0,51.0,14.7,25.6,1020.9,18.7,73.0,14.0,-35.0,17.0,-18.0,-25.0,-18.0,13.0,1,5,2,Wednesday
2021-05-06,2400,100,81.5,3482.0,6.4,1.6,95.0,48.0,14.3,21.1,1019.0,19.0,74.0,15.0,-30.0,31.0,-12.0,-22.0,-18.0,12.0,1,5,3,Thursday
2021-05-07,2513,143,81.51,3523.0,2.8,0.6,17.0,7.0,12.2,7.8,1023.0,15.5,90.0,14.0,-30.0,36.0,-24.0,-19.0,-14.0,12.0,0,5,4,Friday
2021-05-08,1998,178,81.64,3629.0,2.8,1.1,30.0,10.0,13.0,6.9,1027.0,15.5,83.6,13.0,-15.0,51.0,-25.0,-6.0,4.0,7.0,0,5,5,Saturday
2021-05-09,1285,38,81.78,3523.0,2.8,1.1,34.0,12.0,15.5,5.5,1026.0,16.9,82.0,14.0,-31.0,32.0,-25.0,-17.0,16.0,5.0,0,5,6,Sunday
2021-05-10,538,17,81.65,3537.0,3.7,1.1,46.0,20.0,11.4,11.9,1024.0,16.5,82.0,13.0,-34.0,19.0,-25.0,-24.0,-18.0,13.0,0,5,0,Monday
2021-05-11,2941,219,81.38,3483.0,4.6,1.1,68.0,31.0,9.8,17.9,1020.0,17.0,82.0,14.0,-34.0,19.0,-23.0,-25.0,-18.0,13.0,0,5,1,Tuesday
2021-05-12,2808,181,81.22,3592.0,2.8,0.6,46.0,15.0,10.2,11.9,1020.0,16.1,86.4,14.0,-38.0,12.0,-32.0,-25.0,-19.0,14.0,0,5,2,Wednesday
2021-05-13,2505,111,81.34,3606.0,2.8,0.6,21.0,10.0,12.6,9.2,1023.0,14.8,84.3,12.3,-34.0,29.0,-26.0,-24.0,-18.0,13.0,0,5,3,Thursday
2021-05-14,3248,119,81.36,3540.0,2.8,1.1,34.0,15.0,12.2,10.1,1023.0,16.0,87.0,12.0,-32.0,29.0,-10.0,-19.0,-14.0,13.0,0,5,4,Friday
2021-05-15,2732,108,81.43,3529.0,3.7,1.6,53.0,20.0,11.4,11.0,1021.5,16.6,82.3,14.0,-22.0,33.0,-18.0,-10.0,1.0,8.0,0,5,5,Saturday
2021-05-16,1544,24,81.24,3605.0,2.8,1.1,61.0,22.0,17.1,8.3,1021.9,16.6,87.0,14.0,-32.0,21.0,-6.0,-20.0,6.0,9.0,0,5,6,Sunday
2021-05-17,710,20,81.3,3559.0,5.5,1.1,65.0,29.0,7.8,18.8,1020.6,18.0,72.0,13.0,-34.0,18.0,-22.0,-23.0,-16.0,13.0,0,5,0,Monday
2021-05-18,2621,190,81.45,3544.0,2.8,1.1,46.0,18.0,15.1,10.1,1020.2,16.0,87.0,13.5,-36.0,16.0,-28.0,-25.0,-17.0,13.0,0,5,1,Tuesday
2021-05-19,2830,182,81.54,3647.0,4.6,1.1,63.0,27.0,12.6,21.5,1019.0,16.0,78.6,12.0,-34.0,20.0,-11.0,-26.0,-17.0,13.0,0,5,2,Wednesday
2021-05-20,3067,131,81.37,3656.0,8.2,2.1,95.0,48.0,14.3,26.1,1018.0,16.0,82.1,12.0,-30.0,33.0,-9.0,-22.0,-15.0,12.0,0,5,3,Thursday
2021-05-21,2904,118,80.5,3669.0,7.3,1.6,95.0,51.0,9.0,28.8,1017.0,19.2,68.0,11.0,-31.0,29.0,0.0,-17.0,-11.0,12.0,0,5,4,Friday
2021-05-22,3164,89,80.21,3697.0,5.5,1.1,63.0,30.0,8.2,18.8,1016.0,17.2,82.0,14.0,-29.0,23.0,-41.0,-16.0,2.0,10.0,0,5,5,Saturday
2021-05-23,914,10,80.47,3697.0,3.7,1.1,38.0,14.0,12.6,7.4,1016.0,18.6,84.2,16.0,-34.0,18.0,-19.0,-22.0,6.0,9.0,0,5,6,Sunday
2021-05-24,898,14,80.71,3631.0,3.7,1.1,34.0,18.0,12.2,14.2,1019.0,15.6,59.5,6.0,-34.0,19.0,-19.0,-22.0,-16.0,13.0,0,5,0,Monday
2021-05-25,2737,203,80.78,3671.0,9.1,2.1,85.0,46.0,5.3,31.1,1022.0,14.0,68.6,7.0,-34.0,20.0,-21.0,-23.0,-15.0,13.0,0,5,1,Tuesday
2021-05-26,3298,109,81.14,3777.0,7.3,1.6,89.0,45.0,15.1,27.0,1021.0,15.1,81.1,11.0,-34.0,21.0,-11.0,-22.0,-15.0,13.0,0,5,2,Wednesday
2021-05-27,2318,148,81.63,3786.0,9.1,1.6,93.0,49.0,4.5,28.4,1019.0,18.8,68.0,12.0,-31.0,29.0,-9.0,-21.0,-14.0,12.0,0,5,3,Thursday
2021-05-28,431,136,82.99,3761.0,7.3,1.6,78.0,43.0,13.9,22.9,1015.9,21.3,57.0,14.0,-30.0,31.0,1.0,-17.0,-9.0,12.0,0,5,4,Friday
2021-05-29,2125,90,83.67,3811.0,4.6,0.6,55.0,32.0,17.5,10.1,1016.0,23.0,64.0,16.5,-22.0,33.0,-9.0,-9.0,8.0,8.0,0,5,5,Saturday
2021-05-30,1520,10,84.1,3833.0,4.6,0.6,53.0,20.0,8.6,11.0,1021.0,18.2,88.0,16.5,-34.0,19.0,-26.0,-25.0,6.0,9.0,0,5,6,Sunday
2021-05-31,996,20,84.14,3823.0,4.6,1.1,46.0,16.0,5.3,16.0,1022.0,17.0,88.0,15.0,-33.0,23.0,-29.0,-24.0,-14.0,13.0,0,5,0,Monday
2021-06-01,2974,147,84.37,3881.0,4.6,1.1,53.0,21.0,10.2,19.2,1019.1,16.0,87.0,14.0,-31.0,28.0,-21.0,-22.0,-14.0,13.0,0,6,1,Tuesday
2021-06-02,3599,145,84.29,3966.0,6.4,1.1,76.0,36.0,8.2,24.7,1019.2,19.0,64.5,12.0,-28.0,29.0,-5.0,-19.0,-13.0,12.0,0,6,2,Wednesday
2021-06-03,3499,90,84.14,3972.0,8.2,1.1,93.0,45.0,18.7,21.5,1022.2,17.7,77.0,14.0,-28.0,30.0,13.0,-36.0,-36.0,17.0,1,6,3,Thursday
2021-06-04,1083,14,83.81,3798.0,5.5,1.1,68.0,30.0,22.0,17.9,1024.0,19.0,78.4,16.0,-28.0,37.0,5.0,-20.0,-16.0,13.0,1,6,4,Friday
2021-06-05,3257,195,83.74,3807.0,4.6,1.1,63.0,29.0,13.9,15.6,1022.0,20.0,67.5,13.0,-19.0,39.0,7.0,-7.0,7.0,7.0,1,6,5,Saturday
2021-06-06,1616,19,83.67,3857.0,4.6,1.1,72.0,31.0,15.1,13.8,1021.0,19.0,69.9,14.0,-28.0,26.0,15.0,-16.0,8.0,7.0,1,6,6,Sunday
2021-06-07,748,21,83.64,3801.0,3.7,1.1,50.0,16.0,13.9,12.4,1021.0,17.7,88.0,16.0,-32.0,24.0,-28.0,-21.0,-14.0,12.0,1,6,0,Monday
2021-06-08,1331,114,83.61,3860.0,3.7,1.1,25.0,9.0,12.6,12.4,1021.0,17.0,91.4,16.0,-31.0,28.0,-35.0,-22.0,-14.0,13.0,1,6,1,Tuesday
2021-06-09,934,95,83.68,4022.0,3.7,1.1,46.0,18.0,11.8,16.0,1021.0,17.7,88.0,15.2,-28.0,30.0,-13.0,-19.0,-12.0,12.0,0,6,2,Wednesday
2021-06-10,3490,125,83.68,3922.0,5.5,1.1,65.0,28.0,7.0,18.3,1020.2,18.0,88.0,16.0,-28.0,33.0,-21.0,-19.0,-13.0,12.0,0,6,3,Thursday
2021-06-11,3484,109,83.71,3953.0,3.7,0.6,46.0,16.0,6.5,15.1,1020.0,17.0,88.0,15.0,-26.0,35.0,-13.0,-16.0,-9.0,12.0,0,6,4,Friday
2021-06-12,3307,95,83.49,3880.0,5.5,1.1,53.0,19.0,11.8,12.8,1021.6,14.3,87.0,12.0,-10.0,42.0,-2.0,-3.0,7.0,7.0,0,6,5,Saturday
2021-06-13,1198,14,82.71,3810.0,1.9,1.1,30.0,12.0,17.9,6.0,1024.1,13.0,82.0,10.0,-25.0,24.0,4.0,-18.0,7.0,8.0,0,6,6,Sunday
2021-06-14,808,25,82.36,3700.0,2.8,1.6,42.0,18.0,13.0,13.3,1023.9,14.6,82.0,12.0,-31.0,21.0,-18.0,-22.0,-13.0,12.0,0,6,0,Monday
2021-06-15,3776,140,82.01,3643.0,3.7,1.1,63.0,27.0,10.6,16.5,1021.8,15.0,85.4,12.0,-31.0,23.0,-20.0,-22.0,-12.0,12.0,0,6,1,Tuesday
2021-06-16,3580,187,81.4,3603.0,2.8,0.6,34.0,15.0,16.3,9.2,1021.5,14.0,85.0,12.0,-31.0,23.0,-14.0,-22.0,-13.0,12.0,0,6,2,Wednesday
2021-06-17,2446,133,80.9,3670.0,2.8,1.1,25.0,10.0,13.9,11.5,1024.0,13.2,87.0,12.0,-30.0,28.0,-16.0,-22.0,-13.0,12.0,0,6,3,Thursday
2021-06-18,4416,150,80.14,3575.0,3.7,1.1,42.0,17.0,12.2,15.1,1025.0,14.3,82.0,11.3,-29.0,29.0,-4.0,-18.0,-9.0,12.0,0,6,4,Friday
2021-06-19,2900,139,79.29,3544.0,4.6,1.1,55.0,21.0,10.6,13.3,1023.0,16.0,87.0,13.0,-21.0,32.0,-21.0,-9.0,6.0,8.0,0,6,5,Saturday
2021-06-20,1686,19,78.89,3447.0,4.6,0.6,59.0,23.0,14.3,9.2,1020.0,16.0,84.9,13.0,-28.0,22.0,1.0,-21.0,6.0,8.0,0,6,6,Sunday
2021-06-21,926,11,77.84,3290.0,2.8,1.1,34.0,12.0,13.9,13.3,1023.2,14.0,87.0,12.0,-33.0,19.0,-27.0,-23.0,-13.0,12.0,0,6,0,Monday
2021-06-22,3720,164,76.82,3254.0,3.7,1.1,42.0,14.0,7.8,15.6,1023.5,14.4,93.0,13.0,-35.0,18.0,-34.0,-26.0,-13.0,13.0,0,6,1,Tuesday
2021-06-23,3172,118,76.15,3071.0,2.8,0.6,25.0,10.0,13.0,11.0,1025.0,14.0,87.0,12.0,-32.0,21.0,-18.0,-23.0,-12.0,13.0,0,6,2,Wednesday
2021-06-24,2808,145,75.38,3169.0,4.6,1.1,46.0,20.0,10.6,15.6,1020.2,17.2,73.8,12.0,-28.0,31.0,-6.0,-21.0,-12.0,12.0,0,6,3,Thursday
2021-06-25,3038,140,74.79,3119.0,7.3,2.1,78.0,42.0,6.5,28.4,1020.7,17.6,74.8,13.0,-29.0,30.0,0.0,-17.0,-7.0,11.0,0,6,4,Friday
2021-06-26,2511,96,74.19,3060.0,6.4,1.1,82.0,40.0,11.4,21.5,1021.0,21.0,68.2,14.0,-19.0,34.0,4.0,-7.0,9.0,6.0,0,6,5,Saturday
2021-06-27,1095,8,73.49,3009.0,5.5,1.1,65.0,33.0,14.7,12.8,1020.0,20.0,60.0,11.0,-27.0,22.0,32.0,-18.0,8.0,6.0,0,6,6,Sunday
2021-06-28,568,11,73.14,2902.0,6.4,1.1,68.0,32.0,11.8,16.5,1022.2,16.0,75.6,13.0,-32.0,19.0,-17.0,-23.0,-12.0,11.0,0,6,0,Monday
2021-06-29,2776,154,72.51,2830.0,3.7,0.6,25.0,12.0,8.2,14.2,1024.0,12.0,87.0,10.0,-37.0,13.0,-39.0,-29.0,-15.0,12.0,0,6,1,Tuesday
2021-06-30,1226,91,71.73,2849.0,2.8,1.1,42.0,18.0,9.8,15.1,1026.0,8.8,70.0,4.0,-29.0,29.0,-17.0,-22.0,-12.0,12.0,0,6,2,Wednesday
2021-07-01,2155,93,70.9,2824.0,2.8,1.6,50.0,20.0,12.6,13.8,1028.0,12.0,82.0,7.0,-26.0,40.0,-13.0,-20.0,-12.0,12.0,0,7,3,Thursday
2021-07-02,2413,110,70.15,2759.0,6.4,1.6,65.0,30.0,9.0,22.0,1027.0,15.0,67.0,9.0,-26.0,36.0,0.0,-15.0,-7.0,12.0,0,7,4,Friday
2021-07-03,2654,85,69.63,2674.0,7.3,1.6,78.0,43.0,20.4,19.2,1026.0,14.4,71.0,10.0,-15.0,42.0,-4.0,-5.0,9.0,7.0,0,7,5,Saturday
2021-07-04,706,8,69.12,2565.0,2.8,1.1,53.0,20.0,22.0,6.4,1027.0,14.0,85.3,12.0,-25.0,28.0,0.0,-19.0,8.0,8.0,0,7,6,Sunday
2021-07-05,490,14,68.64,2531.0,2.8,1.1,53.0,21.0,19.5,13.3,1027.0,15.0,82.0,12.0,-27.0,27.0,-18.0,-20.0,-12.0,12.0,0,7,0,Monday
2021-07-06,2619,136,67.82,2510.0,2.8,1.1,50.0,20.0,16.3,11.9,1025.3,14.0,82.0,11.0,-27.0,30.0,-21.0,-20.0,-12.0,12.0,0,7,1,Tuesday
2021-07-07,2184,88,66.76,2520.0,2.8,1.1,46.0,20.0,13.9,14.2,1024.0,14.9,83.3,10.0,-24.0,35.0,-7.0,-17.0,-12.0,11.0,0,7,2,Wednesday
2021-07-08,2230,119,66.27,2513.0,3.7,1.1,59.0,26.0,15.1,16.0,1022.3,14.0,82.0,11.0,-17.0,47.0,1.0,-13.0,-11.0,9.0,0,7,3,Thursday
2021-07-09,2494,80,65.76,2422.0,3.7,1.6,65.0,28.0,13.9,12.8,1023.8,14.2,87.0,11.4,-32.0,26.0,21.0,-41.0,-55.0,20.0,0,7,4,Friday
2021-07-10,711,7,64.65,2306.0,5.5,1.6,78.0,38.0,12.2,19.7,1023.0,16.7,61.1,9.0,-18.0,35.0,4.0,-7.0,2.0,6.0,0,7,5,Saturday
2021-07-11,1013,8,63.59,2332.0,7.3,1.6,102.0,50.0,13.9,19.7,1023.0,15.2,67.0,9.0,-25.0,22.0,27.0,-13.0,8.0,5.0,0,7,6,Sunday
2021-07-12,528,14,62.95,2296.0,5.5,2.1,91.0,46.0,10.2,24.7,1024.0,16.0,72.0,10.0,-26.0,28.0,-10.0,-18.0,-13.0,11.0,0,7,0,Monday
2021-07-13,1487,103,62.91,2275.0,6.4,2.1,78.0,45.0,10.2,24.3,1024.0,18.0,57.6,9.0,-27.0,26.0,-10.0,-19.0,-13.0,11.0,0,7,1,Tuesday
2021-07-14,2469,70,63.04,2263.0,10.0,2.1,89.0,54.0,7.0,28.8,1022.0,18.7,55.0,9.0,-27.0,26.0,-1.0,-18.0,-12.0,11.0,0,7,2,Wednesday
2021-07-15,1780,78,62.84,2250.0,10.0,2.1,87.0,55.0,6.5,28.4,1019.3,19.2,54.1,9.0,-24.0,36.0,2.0,-20.0,-12.0,11.0,0,7,3,Thursday
2021-07-16,1623,81,62.49,2206.0,3.7,1.1,68.0,33.0,16.3,15.1,1019.8,16.0,77.0,13.0,-26.0,33.0,-1.0,-14.0,-8.0,11.0,0,7,4,Friday
2021-07-17,2164,81,62.44,2180.0,5.5,1.1,50.0,19.0,15.5,17.4,1020.0,15.3,77.0,14.0,-18.0,35.0,-14.0,-6.0,9.0,7.0,0,7,5,Saturday
2021-07-18,294,3,62.08,2132.0,4.6,0.6,57.0,21.0,15.1,11.0,1021.0,16.5,77.0,10.0,-21.0,27.0,34.0,-13.0,10.0,6.0,0,7,6,Sunday
2021-07-19,589,29,61.45,2063.0,2.8,1.1,38.0,17.0,13.0,16.0,1024.0,11.6,50.0,0.0,-27.0,25.0,-12.0,-19.0,-13.0,11.0,0,7,0,Monday
2021-07-20,830,92,60.68,2028.0,5.5,1.6,61.0,32.0,11.8,19.2,1026.0,11.0,61.0,6.0,-27.0,29.0,-18.0,-20.0,-13.0,12.0,0,7,1,Tuesday
2021-07-21,2706,77,59.63,1983.0,6.4,2.6,72.0,39.0,10.2,25.2,1026.2,14.0,61.7,6.0,-26.0,29.0,-3.0,-17.0,-12.0,12.0,0,7,2,Wednesday
2021-07-22,2060,90,58.61,1921.0,4.6,1.6,82.0,36.0,12.6,20.6,1029.0,12.5,87.0,9.0,-24.0,36.0,-1.0,-17.0,-11.0,11.0,0,7,3,Thursday
2021-07-23,2126,79,57.65,1796.0,5.5,1.6,85.0,42.0,18.3,22.0,1027.0,14.1,82.0,10.0,-25.0,34.0,8.0,-13.0,-7.0,11.0,0,7,4,Friday
2021-07-24,907,63,56.66,1715.0,8.2,2.1,99.0,50.0,9.8,24.3,1025.0,17.2,63.0,10.0,-16.0,36.0,11.0,-2.0,10.0,6.0,0,7,5,Saturday
2021-07-25,523,2,55.72,1720.0,9.1,1.6,97.0,49.0,9.8,19.7,1022.0,18.6,53.0,7.0,-22.0,27.0,44.0,-11.0,11.0,5.0,0,7,6,Sunday
2021-07-26,426,7,54.73,1633.0,9.1,2.1,95.0,54.0,6.1,28.8,1020.0,20.0,44.1,7.0,-28.0,25.0,-6.0,-18.0,-12.0,11.0,0,7,0,Monday
2021-07-27,1695,61,53.57,1652.0,5.5,1.6,76.0,52.0,18.7,20.2,1018.0,18.0,48.0,7.0,-28.0,26.0,-9.0,-19.0,-11.0,11.0,0,7,1,Tuesday
2021-07-28,1817,48,53.08,1587.0,3.7,0.6,25.0,9.0,11.0,12.4,1019.0,11.0,91.0,9.0,-38.0,12.0,-41.0,-26.0,-14.0,15.0,0,7,2,Wednesday
2021-07-29,1840,74,52.17,1617.0,2.8,1.1,38.0,17.0,13.5,12.8,1024.5,7.0,65.0,1.0,-26.0,35.0,-13.0,-18.0,-10.0,12.0,0,7,3,Thursday
2021-07-30,1757,70,51.28,1554.0,2.8,1.1,46.0,20.0,13.9,12.8,1028.0,8.2,77.6,4.0,-25.0,37.0,-9.0,-15.0,-6.0,12.0,0,7,4,Friday
2021-07-31,1630,70,50.46,1577.0,2.8,1.1,42.0,19.0,16.7,9.6,1030.0,11.0,81.0,6.0,-14.0,43.0,-16.0,-4.0,12.0,7.0,0,7,5,Saturday
2021-08-01,575,3,49.92,1569.0,2.8,1.1,55.0,20.0,17.5,9.2,1030.0,12.2,82.0,10.0,-21.0,34.0,-5.0,-14.0,11.0,8.0,0,8,6,Sunday
2021-08-02,330,3,49.04,1502.0,4.6,1.1,68.0,30.0,13.9,17.4,1027.0,13.0,87.0,9.0,-24.0,32.0,-14.0,-14.0,-8.0,11.0,0,8,0,Monday
2021-08-03,1681,85,48.12,1434.0,2.8,0.6,38.0,16.0,16.7,10.1,1028.0,12.5,85.5,10.0,-27.0,29.0,-25.0,-17.0,-8.0,11.0,0,8,1,Tuesday
2021-08-04,1907,57,47.29,1478.0,2.8,1.1,38.0,18.0,17.9,11.0,1029.7,12.0,82.0,9.0,-25.0,32.0,-9.0,-14.0,-7.0,11.0,0,8,2,Wednesday
2021-08-05,1531,40,46.94,1392.0,3.7,1.6,50.0,20.0,15.9,11.9,1030.0,14.1,84.5,12.0,-20.0,43.0,-7.0,-12.0,-6.0,10.0,0,8,3,Thursday
2021-08-06,1498,41,46.79,1383.0,3.7,1.1,61.0,25.0,13.5,13.8,1029.4,15.7,86.8,12.0,-16.0,49.0,7.0,-6.0,-2.0,9.0,0,8,4,Friday
2021-08-07,1448,36,46.69,1393.0,4.6,1.6,65.0,27.0,12.2,14.2,1026.0,15.7,84.3,13.0,-3.0,57.0,0.0,6.0,12.0,5.0,0,8,5,Saturday
2021-08-08,728,8,46.5,1319.0,4.6,1.6,68.0,27.0,11.4,11.9,1024.0,17.0,72.0,11.0,-16.0,43.0,12.0,-5.0,15.0,3.0,0,8,6,Sunday
2021-08-09,396,5,46.66,1277.0,6.4,1.6,70.0,35.0,9.4,22.4,1024.0,19.0,59.0,8.0,-23.0,34.0,-5.0,-12.0,-7.0,10.0,0,8,0,Monday
2021-08-10,1709,100,47.06,1306.0,9.1,1.6,97.0,53.0,9.8,29.8,1021.6,19.0,49.0,6.0,-23.0,34.0,-5.0,-12.0,-6.0,9.0,0,8,1,Tuesday
2021-08-11,1298,129,47.32,1345.0,3.7,0.6,53.0,21.0,16.7,9.2,1024.0,14.3,82.0,12.0,-26.0,29.0,-12.0,-13.0,-7.0,11.0,0,8,2,Wednesday
2021-08-12,1692,87,47.23,1332.0,2.8,0.6,17.0,8.0,14.7,9.2,1025.4,13.0,93.0,12.0,-24.0,36.0,-30.0,-13.0,-6.0,10.0,0,8,3,Thursday
2021-08-13,1674,64,46.78,1338.0,2.8,1.1,25.0,10.0,11.8,13.3,1025.7,13.3,93.0,13.0,-26.0,32.0,-31.0,-11.0,-3.0,11.0,0,8,4,Friday
2021-08-14,1393,102,46.56,1415.0,2.8,0.6,46.0,17.0,14.7,11.9,1024.9,14.7,88.6,13.0,-11.0,41.0,-28.0,-1.0,12.0,6.0,0,8,5,Saturday
2021-08-15,649,14,46.56,1396.0,3.7,1.1,63.0,24.0,13.5,10.6,1021.0,15.5,87.0,14.0,-15.0,33.0,6.0,-8.0,13.0,6.0,0,8,6,Sunday
2021-08-16,590,12,46.34,1380.0,5.5,1.1,70.0,30.0,9.4,17.9,1020.7,16.0,83.6,14.0,-28.0,25.0,-36.0,-15.0,-8.0,11.0,0,8,0,Monday
2021-08-17,1361,216,45.97,1399.0,7.3,1.6,68.0,38.0,11.4,24.3,1021.6,20.3,62.0,12.0,-24.0,29.0,-26.0,-13.0,-7.0,10.0,0,8,1,Tuesday
2021-08-18,1534,142,45.3,1386.0,9.1,1.6,104.0,54.0,11.0,30.2,1022.9,23.6,54.7,11.0,-25.0,27.0,-16.0,-12.0,-4.0,10.0,0,8,2,Wednesday
2021-08-19,1484,60,44.95,1382.0,8.2,1.6,97.0,54.0,11.8,29.3,1020.0,22.4,46.0,10.0,-22.0,35.0,-13.0,-11.0,-4.0,9.0,0,8,3,Thursday
2021-08-20,1575,60,44.49,1301.0,8.2,1.6,89.0,53.0,15.1,26.6,1019.8,22.0,44.0,10.0,-20.0,39.0,-6.0,-7.0,0.0,8.0,0,8,4,Friday
2021-08-21,1329,44,44.15,1263.0,9.1,2.1,99.0,54.0,27.3,28.8,1020.2,21.2,46.0,7.0,-11.0,40.0,-1.0,2.0,12.0,4.0,0,8,5,Saturday
2021-08-22,465,7,43.38,1212.0,4.6,2.1,95.0,51.0,21.6,17.4,1018.0,22.0,37.0,7.0,-17.0,32.0,26.0,-7.0,12.0,4.0,0,8,6,Sunday
2021-08-23,489,7,43.06,1237.0,8.2,2.1,122.0,62.0,12.6,27.9,1016.1,22.2,41.0,9.0,-26.0,28.0,-23.0,-12.0,-5.0,9.0,0,8,0,Monday
2021-08-24,1615,63,42.4,1247.0,8.2,2.6,132.0,67.0,10.2,33.0,1015.9,23.5,43.0,9.0,-27.0,27.0,-26.0,-16.0,-5.0,10.0,0,8,1,Tuesday
2021-08-25,1366,52,42.33,1294.0,9.1,2.6,127.0,68.0,11.8,36.2,1014.4,24.0,40.0,9.0,-26.0,28.0,-17.0,-12.0,-4.0,10.0,0,8,2,Wednesday
2021-08-26,1476,39,42.23,1292.0,5.5,1.6,107.0,61.0,28.1,17.4,1015.0,23.0,44.0,10.0,-24.0,35.0,-17.0,-11.0,-4.0,9.0,0,8,3,Thursday
2021-08-27,1694,71,42.65,1300.0,2.8,1.1,25.0,11.0,17.1,8.3,1022.6,15.5,89.6,14.0,-26.0,31.0,-26.0,-10.0,0.0,10.0,0,8,4,Friday
2021-08-28,1411,33,42.52,1296.0,3.7,0.6,25.0,9.0,15.9,10.1,1025.0,15.0,89.0,14.0,-23.0,27.0,-54.0,-14.0,9.0,9.0,0,8,5,Saturday
2021-08-29,757,14,43.08,1211.0,2.8,0.6,30.0,10.0,19.1,5.5,1026.0,16.0,88.0,15.0,-24.0,26.0,-38.0,-16.0,10.0,8.0,0,8,6,Sunday
2021-08-30,554,20,42.8,1197.0,2.8,0.6,21.0,10.0,18.3,7.8,1025.0,16.3,82.5,14.0,-26.0,28.0,-31.0,-13.0,-4.0,10.0,0,8,0,Monday
2021-08-31,1900,41,42.95,1147.0,2.8,1.1,30.0,12.0,16.3,7.8,1025.9,17.0,82.0,13.2,-23.0,41.0,-31.0,-12.0,-3.0,9.0,0,8,1,Tuesday
2021-09-01,1466,52,42.54,1178.0,2.8,1.1,38.0,16.0,14.3,11.5,1024.6,16.7,82.0,13.0,-22.0,37.0,-19.0,-9.0,-3.0,9.0,0,9,2,Wednesday
2021-09-02,1305,62,42.31,1223.0,3.7,1.1,57.0,24.0,11.4,16.0,1021.0,18.0,72.0,12.0,-19.0,43.0,-15.0,-8.0,-2.0,8.0,0,9,3,Thursday
2021-09-03,1640,58,41.94,1211.0,5.5,1.1,68.0,37.0,13.5,21.5,1019.0,21.0,60.0,12.0,-19.0,41.0,-7.0,-4.0,2.0,7.0,0,9,4,Friday
2021-09-04,1626,61,41.83,1205.0,4.6,1.6,80.0,41.0,20.8,16.0,1018.2,17.0,79.8,14.5,-12.0,41.0,-10.0,3.0,10.0,3.0,0,9,5,Saturday
2021-09-05,415,3,40.88,1173.0,3.7,1.1,68.0,28.0,19.1,9.6,1017.5,18.0,73.0,14.0,-16.0,29.0,20.0,-7.0,10.0,4.0,0,9,6,Sunday
2021-09-06,418,6,40.49,1189.0,2.8,0.6,63.0,22.0,25.6,8.7,1020.0,18.0,82.0,15.0,-15.0,37.0,-11.0,-25.0,-33.0,11.0,0,9,0,Monday
2021-09-07,853,10,40.71,1212.0,2.8,0.6,53.0,18.0,23.6,6.4,1019.0,17.0,88.0,15.0,-33.0,8.0,21.0,-46.0,-67.0,19.0,1,9,1,Tuesday
2021-09-08,646,2,41.36,1233.0,5.5,1.1,85.0,52.0,19.1,15.6,1015.0,19.4,82.0,15.0,-25.0,33.0,-19.0,-9.0,-3.0,8.0,1,9,2,Wednesday
2021-09-09,269,43,41.81,1257.0,4.6,0.6,63.0,27.0,19.1,16.5,1016.2,21.0,82.0,17.0,-25.0,38.0,-28.0,-10.0,-3.0,9.0,1,9,3,Thursday
2021-09-10,146,44,42.3,1249.0,5.5,0.6,72.0,27.0,10.6,22.0,1019.0,21.0,75.0,16.0,-21.0,37.0,-22.0,-6.0,2.0,9.0,1,9,4,Friday
